,label,text_changed
4468,2, candidato friggens vela el partidomorado no blindar a nadie ni tolerar ningn tipo de violencia familiar
31921,0,cctorreblanca andresar16 julioguzmanperu y si no  los peeteas digo a lo partidomorado
1216,0,rt juliogarciaord1 cruda realidad no votemos por los opresores de la derecha fuerzapopular apra accionpopular solidaridadnacional
14532,0,accionpopular siempre fue partido de centro izquierda lamentablemente en los ultimos aos bajo la influencia de mercantilistas como barnechea diez canseco y secuaces como vitocho y algunos otros mas la representacion de ap se convirtio en furgon de cola del fujialanismo
26999,1,debateece2020 el candidato del apra mauricio mulder seala que aumentar el numero de parlamentarios seria ideal para resolver el problema de representacion pero que esta no seria aprobada propone una camara de diputados y un senado de distrito nacional unico
19645,2,"maritabeti t tambin quieres que el pas mejore entonces ha llegado nuestro momento juntasas podemos lograrlo 

marca la  del"
21759,1,por eso el  ppc anda asi  no entiende los conceptosboomers 80 s
33738,1,rt conocelosperu alianza para el progreso  empresario con propiedades por mas de s6 millones jesus pingo bayona quien fue sentenciado
8910,2,mi voto es por el partido y su equipo que unos individuos no destruyan un la tica y el trabajo de lo que sera un digno futuro congreso partidomorado
23696,0,coalicin se aline al  frenteamplio o era parte de los equipos manipuladores del pac porque usan las mismas estrategias de campaa los mismos argumentos cuando discuten con un ramaseko debaten con memes o hacen copy page de algn link para apoyar sus argumento
15838,2,eleccionescongresales2020   fuerzapopular   k35   marca la k y escribe el 35 julio caballero al congreso   htt
10812,2,"votemos por mauricio mulder
lo necesitamos como presidente
del nuevo congreso"
20553,0,lamula julio guzmn confirma que abandon a dirigente del partido morado en incendio lo de las velitas sinceramente a la nica a la
31676,0,perunewsale edmundo del guila elpartidomorado es un sancochado de personas independientes el secretario de accin popular se
28972,0,mora consider que todo lo dicho por los dirigentes del partidomorado fue dirigido por guzmn con una estrategia para conseguir votos
33302,0,mariellymc noooooooooo y me cuelgo de la imagen para decir lo mismo  que tan miserable debo ser 
23676,2,"a una semana de estas eleccionescongresales2020 no confen sus votos a caballos de troya partidos encubiertos que respaldarn a la corrupcin enquistada en el per 
junn te quiero por eso te defiendo
frenteamplio"
17167,0,willaxtv carlospolivoz alexvonehren rafaelsantosn la arenga de gustavogorriti  histricamente los grandes polticos fueron infieles si los juzgsemos tendramos q reescribir la historia suficiente el partidomorado  sigue con su presidente sacavueltero julioguzman  
6195,1,"vamos a empezar con renatovilcag que fue candidato a la alcaldia de magdalena y ahora postula al congreso por el partido alianza para el progreso a
renato es abogado y director de la asociacion escucha extranjero la casa se respeta"
25457,2,el domingo 26 de enero son las elecciones congresales extraordinarias en peru cuando estes frente a tu cedula electoral busca en el medio la p de podemos y vas a marcar la formula ganadora 1  23 urresti y cecilia chapa tu choro al congreso podemosperu limavotaporlap23
32117,0,peru21noticias guzman podr trampear con quien quiera pero el tema es q huyo cobardemente dl incendio y dej a su acompaante sola en peligro y despus q se coma sola el lioasi quieren un presidente cobarde q huya cuando las papas o velas queman su gente d partidomorado es igual
23617,1,00private matuk enriquefcha an estamos a tiempo de votar por ella frenteamplio
18596,0,ayeeer en sasuke shinden jajaja que letra mas fea debe ser de naruto por otro lado la polica militar
11518,2,"la ley de ciudades sostenibles busca que los recursos bsicos sean protegidos y que todos los ciudadanos reciban los servicios bsicos 22

 frenteamplio marcalaflor escribeel6 6 gabrielasalvador
 nosomosinvisiblessomosinvencibles
cambiemosparadigmas"
35952,2,"el equipo del 11 ideal acompao al gral daniel urresti en su citacion al jne para luchar por su continuidad en la carrera electoral creemos que el voto del peruano debe respetarse y no manipularse 

podemosperu"
34769,0,rosabartra miren este documento  ahora lo entiendo todo   fujimorinuncamas  keiko  fuerzapopular
19919,0,si ahorita te hacen caso  delincuente mejor es votar por cualquiera que los  delincuentes de  fuerzapopular
35049,1,panamericanatv partido morado personero legal es investigado por casoodebrecht 
11261,2,"gabsalvador85 este 26 de enero con tu voto podemos cambiar la historia y exigir a los partidos corruptos que pidan perdn al pas
vo"
12682,2,enemigocaviar dmorazevallos fake news fake video el partidomorado no blinda a nadie y que fue el partido morado quien exigio a daniel mora a presentar su renuncia por eso les tengo confianza y edda vez mi voto va por ellos
3637,2,frospigliosi el pm est en contra de cualquier expresin de violencia es un partido y organizacin de verdad y siguen para prevenir y erradicar cualquier conducta acto de violencia e intolerancia no blidamos a nadie por lo tanto mi voto con conviccin sigue igual por partidomorado
34906,0,emilcdc queda claro que el mayor lastre del partido morado es julio guzmn adems de su terrible equipo de comunicacin y training
11555,2,"todo lo que le falta a la poblacin se lo lleva la corrupcin y no lo podemos permitir es momento de cambiar el pas con el empuje y amor que solo los peruanosas de a pie podemos dar

ssepuede
este domingo 26 de enero marca la  del frenteamplio y escribe34"
6654,1,parece que fuerza popular y el apra siguen coordinando
30826,1,maritabeti no se puede andar por la vida tratando de caerle bien a todos en el per sin duda necesitamos consenso dilogo pero tam
33232,2,davidjeffer06 ay esas medias tan lindas
10228,2,en mi cabeza en mi cabeza vas dando vueltas estoy muy emocionado por algo gigante que se me viene
12323,0,pbodigital guzmn no hubo infidelidad la nica que necesita explicaciones es mi esposalder del partidomorado declar que no
6145,0,"rt abelgilvonio no vayas a votar por las mafias de los acua y de las brujas de cachiche
no votes por alianza para el progreso"
31500,1,crisj99801853 mabelhuretas pero arrobalo como si no le tuvieras miedo  julio guzman peru partido morado
32637,2,salvador del solar seria un candidato potencial para el 2021 y si va por el  ppc  estoy seguro que arraza
35014,0,luchitoleivaof se crean moralizadores pero resultaron moradizadorespartido morado
3261,0,perunoticiashoy garca toma sobre guzmn elpartidomorado no actu rpidamente como con mora julioguzmn
3906,2,whuacasi q manera ms despectiva papel de decirlo pero es lo q esseteniaquedecirysedijo ah pudiste haber puesto wilber partidomorado presenta este documentoy dmorazevallos esta con tremendas deslealtales al partidomorado q le dio cabidaplop
10866,0,viendo la entrevista de nicolas lucar y mulderen serio lucar con su interlocutor al frente arrugasera que su pasado lo cohibe solo se limita a trasladar preguntar y a plantearle interrogantes tibias encima dice la gente quiere que discutamos mauricio y se rienada consecuente
29844,2,pjimr yo ya pas todos los gratuitos tambin es una maravilla no he pagado nada la desconexin forzosa de fin de ao creo lo evitar
33511,0,"a 7 dias de las elecciones2020 solo 5 partidos superarian la valla electoral y vaya que el resultados de ipsosperu desmoraliza

pasarian accionpopular fuerzapopular app somosperu parece que la ansiada renovacion del congreso y la clase politica se estan yendo al tacho"
9312,2,el  ppc si trabaja  presentamos nuestro proyecto de ley para devolverle a los peruanos en el exterior su derecho al voto e instaurar el distrito electoral no  27 para darles representacionppcequipoquejuegalimpio  debatecec2020  debatetvperu
30904,0,meganoticiascl frenteamplio que todos recuerden que estos son los que quieres una nueva constitucin  abalando la barbarie que hay en las calles y que no les importa nada el drama de los que quedan sin su fuente laboral yorechazonuevaconstitucion
22445,2,aunque an no te lo creas djame decirte que eres hermosa aunque aparentes ser muy orgullosa s muy bien que tu amor es puro
14880,0,y por 2da vez accionpopular vuelven a ser inflado por las encuestadoras faltando una semana y asi como salio el vago de de muoz conchavado con odebrecht asi mismo los distraidos volveran a escoger una manada de inutiles como el alcalde muoz pero esta vez para el congreso
30046,0,noakeikope votaron o se inhibieron en las votaciones de acusacion constitucional contra los hermanitos y sobre las acusaciones de organizacion criminal de jnj y han conspirado en obstruir este gobierno desde el principio no voten x accionpopular hay q darles el mensaje a su mal accionar
4691,1,conoceatucandidatoalbertobeingolea se alo que desde el  ppc manejan cuatro primordiales propuestas legislativas  video
4104,2,en el partidomorado nos tomamos las cosas enserio por eso trabajamos incansablemente conversando con la gente tocando puertas y recorriendo calles generando confianza y los resultados se vern este 26 de enerojuntosconstruyendoconfianzapartidomorado   
22743,0,aparte de alcahuetesdelfujiaprismo estos del ppc ex alcaldes han hecho fortuna con gestiones y sus distritos siguen hechos una miercoleslo mismo pasara con accionpopular q ingresaron por arrastre se estan dedicando ha otras cosas menos hacer algo por su distrito
23827,2,reunion de  capacitacion de personeros   en  fuerzapopular  lima  nos preparamos para defender el voto naranja este do
14656,1," por accionpopular
 por madre de dios 
 

en mi pagina de facebook estan todas mis propuestas

selva puertomaldonado madrededios congreso2020 accionpopular
eleccionescongresales2020 congresofuturo2020 peru  cusco arequipa tambopata elecciones2020 iapari"
4517,0,rosalesperu se respetan las ideas  pero estas usando terminos que no son los correctos
6468,2,canaln mauricio mulder tienes mi voto y el de mi familia 
28404,0,caudiaangelica partidomorado unequipodeverdad tiene el mejor cuadro de congresistas es el mejor organizadoesta limpio d corrupcin  ha llegado para quedarse y hacer la lucha frontal a la korrupcin por eso los korruptos tiemblan por eso la guerras suciamsfueequenunca
12914,0,rosmemostace me parecen preguntas vlidas si su esposa lo mantiene a modo de apoyo con la finalidad de que el pueda hacer su carrera poltica entonces que hace el tipo juntndose en un depa con la descripcin que indicasdonde queda su lealtadpartidomoradojulioguzmn
16336,0,canalhsj juansheput la arenga de gustavo gorriti  histricamente los grandes polticos fueron infieles si los juzgsemos tendram
33574,0,"no te preocupes q ya nos dimos cuenta q accionpopular se le alquilo al gobierno
x eso es q los tibios son vomitados x dios"
34877,0,capibaraespia daniel mora zevallos del partido morado agredi fsicamente a su pareja segn se puede observar en el expediente 0760720190
4537,1,candidato al congreso del  ppc respondesi hasta en bolivia  las mineras trasnacionales pagan mas impuestos que en peru
1934,0,"mauricio mulder dice que como congresista cobraba 9 mil soles y que no le alcanzaba para cubrir sus gastos
otro chihuan "
27105,0,rt carosif mauriciomulder mauricio mulder miembro de una familia adinerada su ancestro fundo la quimica suiza y la farmaceutica quicor
1551,1,rt latinape  en abrelosojos mulder dijo estar convencido de que el expresidente no fallecio en el hospital casimiro ulloa
33604,1,rt betovelarde2021 revisando algunas cosas encontre estas maravillosas fotos con el presidente paniagua fue un viaje a china que hicimos
5520,1,jimenatagle s como pasa el tiempo verdad se siente nostalgia y a la misma ves una alegra inmensa gracias jimenatagle 
30221,0,simpatizaba con mora belaunde y costa como tambien simpatizo con accionpopular pero como tienen asegurada su presencia en el congreso complementario no votare por ellos votare por una opcion de izquierda porque necesitamos un contrapeso politico
825,1,dios aprieta pero no ahorca creo que es muy cierto
17326,0,en el caso de toledo aquella fue la mentira que inici toda una interminable cadena de mentiras de todo calibre que hasta la fecha no lleg a su fin vamos a empoderar a otro mitmano partidomorado guzman julioguzman partidomoretn guzmansalecorriendo
18900,1,rt francosalinasl el procesado danielurresti1 quisiera ver accionpopularap accionpopular en la foto pero el mismo demuestra que no ha
18984,1,"callao eleccionescongresales2020 
candidatos de la region callao

alianza para el progreso
1 daniel almanzor lecca rubio acusado por apropiarse de fondos municipales"
29749,2,demasiado buena la nota de elseijitas  reviv mi nies y adolescencia con esos comerciales y series en edicin navidea labatera
23494,1,"amplia42020 lleg cossecarolina a la depaamental del socialistas90 con un enorme aplauso  
carolinacosse frenteamplio fa inte"
7823,0,jlexlgtb veritatisperu y esos integrantes del partido morado  quieren gobernar e interferir en la formacin de los nios y redefinir
30927,1,entre izquierdas se funan   giorgio jackson funado en el lanzamiento de su libro  giorgio frenteamplio  video completo 
3832,2,politicaecpe ha habido mejores respuestas todos se estan sumando para traerse abajo al partido dense cuenta partidomorado a julioguzman castiguenlo el 2021
6444,0,abrelosojos  pobrecito mauricio mulder no le alcanzo su sueldo de mas de 15mil soles tendra que vivir de su pension de 100 soles mensuales malditaternura
16110,2,carmen 28 el fujimorismo esta contigo  no mas transfugas  defendamos el voto naranja con gente naranja    fuerzacarmen28  fuerzapopular
35539,0,tukuyrikuy4 ellos son los villaranistas que la jefa de esa banda ha protegido con su silencio tipo omea  son los mafiosos de odebrecht y los peajes partidoojomorado partidomorado
17859,1,a estas alturas  quien debe entrevistar a los candidatos de  solidaridadnacional  contigo  perulibreppc  etc  esy su  viaje a otra dimensionya estan muertos
18073,1,bueno yo puse todo de mi parte paso siguiente descartar lo pensado despus que no me salga con que no lo intente bless
32805,0,el  ppc es un partido que es una verguenza para todos los que compaimos una misma religiondebateece2020
11951,0,yoapoyoarosabartra para que junto a la  lapestilencia deje de hacer politica  no votar por  fuerzapopular o  solidaridadnacional es el mejor acto de civismo en estos tiempos y no por eso soy terrorista   terroristatuabuela
23421,0,"rt diegolozada no voten por candidatos del apra porque favoreces a mauricio mulder
 no voten por candidatos de solidaridad nacional p"
29531,2,cada vez que escucho instituciones de sui generis se me escarapela la piel por lo hermosa que es y tambin me acuerdo de ti
11799,0,con lo de  mora  hay un monton de conchudos que salen a criticarlo  solo falta que  mamani salga a decir que es un hombre probo  al estilo  fuerzapopular
32595,2, candidato friggens vela el partidomorado no blindar a nadie ni tolerar ningn tipo de violencia familiar
9680,0,laliab24 no podr concursar entonces y encima el proximo mes se vence mi suscripcin al gimnasio
11802,0,hay varios bisso y lopez de roma a  uno es el cu ado del tribuno sardon y el resto son hermanos y familiares directos  la familia bisso lopez de roma a esta vinculada al  sodalicio hace muchos a os  y ya sabemos la relacion entre  fuerzapopular y el sodalicio
24333,0,frinzmann ya salieron las mujeres candidatas del partidomorado presentando su renuncia a las elecciones congresales por estar en el p
21653,1, los candidatos del partidomorado alberto debelaunde y daniel olivares hablaron con julianaoxenford sobre la polmica situacin por la que atraviesa su agrupacin mira ms alestilojuliana  atv
14117,0,rickdo92 empiezo a sospechar que no hay de verdad ya es quincena y nada ptmr
8732,0,el lder del partidomorado exigen al jne que sea excluido de su candidatura al congreso
23,1,no vayan por la av brasil est cerrada y no le echen la culpa a ppk el quiso que se haga en el central park el desfile
5134,1,tengo ganas de decir una frase polticamente incorrecta hoy es viernes niiiguiii blackfriday
2782,0,bien   poniendo en evidencia la ignorancia e improvisacion de  fuerzapopular
3674,0,jgodoym partidomorado el general mora fue invitado esta tarde a renunciar de su candidatura y tambien de la militancia del partido morado en nuestro partido no blindamos ni protegemos a nadiepartidomorado politicadecente
27665,0,si cuao       por eso   fue la prepago de  fuerzapopular y ahora lame sus llagas en las filas de      si no represento el sentir de  accionpopular estaria expulsado del partido
20518,0,jaicec a este paso van a seguir saliendo escndalos del partido morado hasta medio ao todos los das se destapa un nuevo pegaln u
27042,0,"noolvidar 
los mas traidores
mauricio mulder apra
luis galarreta fp
jorge del castillo apra
carlos brucec  ppk"
6436,1,canal 2 trata de favorecer a mauricio mulder errores tecnicos no permiten efectuarle preguntas
15771,1,"hoy la huella estuvo as de linda

carolinacosse carolinaintendenta fa frenteamplio cosse"
15169,0,"rt fernandomunioz7 abrelosojos 
1ra semana programa de beto ortiz elimina a rosa maria bartra rosamariabartra en la semana le fue pesim"
19008,1,viejostablones kguerrero85 que ironia que este postulando en alianza por el progreso xd
636,1,ouch ese momento incomodo cuando te preguntan que le viste  no se porque estuviste con el  el aspecto no lo es todo
29975,2,"ahora envivo representando a mi querido partido accionpopular y debatiendo sobre coyuntura politica en el programa cuarto poder  sintonizalo en el canal 4 agradezco mucho su difusion adelante

maricarmen alva"
1785,0,mauricio mulder ahora niega haber dicho que el sueldo de congresista no le alcanza
18828,0,los partidos q apoyan a vizcarra en su blindaje a graa amp montero y odebrecht son  partidomorado  somosperu accionpopular y los rojos pro terrucos de juntosporelperu ya sabes si quieres terminar con la corrupcion protegida por vizcarra no votes por ap pm sp y jp 
33252,0,me he guardado desde el jueves para salir hoy y mi mejor amiga me dice me vino la regla no la hago la odio por perra
934,0,"tarde o temprano cuando las cosas las haces mal la justiciallega

accionpopular noalacorrupcion en jaen peru"
15382,0,mauriciomulder ampay el equipo rocket de la mafia fujiapra que estaran tramando mauricio mulder karina beteta cecilia chacon rolando sousa y yeni vilcatoma  eleccionescongresales2020
6847,2,pabycaceres11 culminamos la caravana de la esperanza cargados de todas sus energas y buenos deseos que nos expresaron en el trayecto
4806,2,listo para arrancar en el rimacperuppc
33926,1,rt caretas debateece2020 el candidato aprista mauricio mulder sealo a caretas  que hay una tendencia al correctismo politico en el
23522,1,"fampliocaago vote x leonardo mndez garita para regidor por caago 20202024  frenteamplio
maestra en administracin de proyecto"
15870,2,candidato al congreso de la republica por lima  david vargas ramos  marca la k y escribe el numero 27   fuerzapopular  lim
26042,2,laugamer721 buenos vdeosse que llegadas a los 1000000 de subs sigue haci y cudate v
13380,1,secretario general nacional del partidomorado sobre guzman nos sentimos conformes con las explicaciones conformistas elecciones2020
31682,0,perunewsale marisol prez tello es penoso lo que ha pasado con elpartidomorado secretaria general del ppc afirm que todas las
10869,2,rt lcastro1808 este domingo 26 marca la estrella del apra y escribe el nro 1 por mauricio mulder peruano emite un voto responsable en
6825,1,"maritabeti atencin
maana a las 830 a m paicipar en rutaelectoral programa de latinape canal 2
cambiemosjuntoselpas
m"
35309,1,cuartopoder van a tocar el tema del partidomorado y el seor danielmora 
25190,2,encuestas publicadas hoy explican la razn de ataques de la izquierda y la derecha al partidomorado se est haciendo del voto moderado que s existe y es legtimo a pesar de que se nieguen a verloexplica adems la razn del salvavidas lanzado por el jnese prendi esto
15231,2,esquinabaja memeoperu mauriciomulder renzoiban excelente presentacion de mulderexperiencia y conocimientoante la demogogia y el odio irracionalmauricio arrollo a improvisados
28427,0,diariocorreo pongan ms que eso el candidato no es julioguzman coenle la cresta si se lanza el 2021 alberto belaunde no tiene q ver en los temas de cama de julioguzmn los representantes del partidomorado son buenos candidatosbelaunde ha sido reconocido a nivel internacionales pro
1749,0,para que mauricio mulder regrese al congreso necesita que la gente vote por el yo no votare  por el tu si
19383,2,sifuentesric viva el apra mauricio mulder corazon
31137,1,comparto con ustedes parte de mi intervencion en  cade2019  donde expongo mis propuestas para este nuevo  congreso2020   s
28957,1,magaly medina muestra detalles del chifa pachamanquero de julio guzmn que vengan los bomberos  teinvitounchifitasi vamos a mi casa a ver magalytvlafirme  partidomorado
20445,0,elderrodrigueza alvarosarco y as se diluye el moradito decente segn el reportaje periodstico huyendo ante el incendio y probab
11188,0,jeanvallesreye1 juntosporperu jajjjajajajaj es mauricio mulder un aprieta que tiene una barba que se parece a la de un perro viejo jajajaj solo es chalequeo
4178,0,hay q ser muy cobarde pa golpear a una mujer y romperle la nariz q diferencia hay entre esto y la imagen d un delincuente arrastrando d los cabellos a una mujer  partidomorado debera ser sancionado por incluirlo en lista peruabrelosojos
9170,2,21 proyectos de ley ya listosun trabajo serio  ppc  unequipoquejuegalimpio  debatepovperu  debateece2020
7303,0,a 7 dias de las  elecciones2020 solo 5 partidos superarian la valla electoral  y vaya que el resultados de   desmoraliza   pasarian  accionpopular  fuerzapopular  app  somosperu parece que la ansiada renovacion del  congreso y la clase politica se estan yendo al tacho
25029,0,willaxtv frospigliosi como van las cosas es probable que tambin se cree una brigadaespecial para combatir al partidomorado 
26932,0,marcelo3916 malditaternura pura payasada ese programa falta de seriedad mauricio mulder no debio participar me cae bien beto pero el 2 tiene que honrar a las dadivas del gobierno
16107,0,pe     mulder ha hecho una gestion destructiva dentro y fuera del congreso  valor agregado al pais 0  solo ha servid
4855,1,ultima encuesta el  ppc esta subiendo ahora vamos 6  amigos los invito a ver nuestras propuestas en las 4 lineas de accion  seguridad reforma politica reforma judicial economiatenemos 21 propuestas en estos 4
23886,0,elecciones2020    fuerzapopular   no me hubiera aliado con el  partidomorado porque no soy un oportunista    perunacion   es fundamental votar a corruptos del  poderjudicial y del  ministeriopublico   pbo      salvadordelsolar
7629,0,accionpopularap el partidomorado es bueno para fujimorear a sus adversarios pero cuando se trata de dar explicaciones al pas huyen
32255,2,bueno algo se aprende del correln 1 no enciendan velas debajo de un televisor2 si es trampa no lleves globos de corazoncito3 si eres un huevas no te la des de pendexojulioguzmanpartidomoretonpartidomorado julio guzmn
12368,1,perunewsletterspartidomorado no encontramos responsabilidad poltica en caso de guzmn partidomorado juli
21003,0,jorgevillenal debelaunde no respalda a julioguzman por conviccin sino por conveniencia sabe que sepultado guzmn es sepultado l ginocosta y todo el partidomorado
3366,1,congreso que per elegir el 261 podra estar presidido por una mujer mnica saavedra accinpopular centro fluctuante o maha chvez fuerzapopular derecha radical podra sorprender francisco sagasti partidomorado centro elstico
16609,0,perunoticiashoy marisol prez tello es penoso lo que ha pasado con elpartidomorado marisolpreztello pa
19833,2,esto es lo que necesita al pas ir hacia adelante educacioneigua1 elecciones2020 juntosporelper partidomorado frenteamplio
26090,0,lo peor es q las chicas piensan q es chiste claro como no es chongo de ellas fresh yo cargo con todo
31467,0,blogcyh la nica formal real y efectiva de evitar que agresores de mujeres lleguen al congreso es no votar por el partidomorado
2810,0,reunidos  mulder  beteta  chacon  desouza que asco      las cloacas del peru unidas    una mafia       solidaridadnacional  fuerzapopular  apra   nuncamas
12915,0,rppnoticias ampliaciondenoticiasas entran al partidomorado de julioguzman comunistas vizcarristas caviares hueverasliblulas picaflores antifujimoristas feministas un sancochado que ni el bismutol los para 
1580,1,y para terminar las preferencias de mi familia el grandisimo  mauricio mulder numero 1 
25244,1,hoy tenemos en vivo a mvillalbaperu candidato por el partidomorado para conversar sobre nuestras propuestas para este congreso 2020  2021  conctense m23 ursulamoscoso partidomorado
32662,0,en la comision de pesca  el nuevo comisarioanuncia una revision intermedia de la  ppc a mitad de su mandato
25950,0,esas personas que se aclaman los seores de la lectura libro favorito cazadores de sombras mecortounhuevi
25705,2,la doctrina socialcristiana el sustento del  ppc  por eso nos sentimos orgullosos de nuestro partido  porque ningun otro se le puede igualar
24917,0,noticiamerica por seguridad no te expongas ni expongas a tu entornoa mora moradosy morateadores diles  no basta que votes por el partidomorado y sale de congresistaacuciosos para descubrir  maoserias de otros pero no a sus lideres
22055,0,rama diciendo q mica se quede alla tranqui q nosotros tambien queremos q se quede para q no este con hipocritas como vos ramironayar
17472,0,mora no s quin seguir en carrera porque yo ya dej de hacer campaa danielmora jee partidomorado elecciones2020
20783,0,loultimo ultimominuto el partidomorado estrenando nuevo logo partidario son una maravilla construyendo valores postulando ideologadegnero matrimoniohomosexual entre otros y la novsima infidelidadconsentida y estn en contra de cualquier tipo de blindajepoltico
4921,0,en mi casa todos morirn el da que haya un terremoto nadie me hace caso yo la nica zonza parada en toalla en la calle
8429,2,milagrosleivag los peruanos no cmplices de esta corrupcin votaremos siempre por el menos peor no tenemos alternativacomo en el 2016 lo fue ppk y en estas elecciones lo son el partidomorado en el 2016 con esta lgica salvamos nuestro  de ser enfermo terminal de corrupcin hicimos bien
31934,0,costagino dame una docena para hacer casas para perros partidomorado julioguzman betooizaprende
6850,0,perunewsletters candidato del frente amplio fue detenido tras ser condenado por corrupcin frenteamplio elec
13636,1,entonces deja participar aadrede a pesar del desbalance patrimonial y las irregularidades en su gestion como alcalde de  sjmppc
7819,0,jimmyenlanada votar por el partido morado es lo ms parecido al sndrome de estocolmo es volver a darle el poder al opresorapoyem
30977,2,"este 26 de enero con tu voto podemos cambiar la historia y exigir a los partidos corruptos que pidan perdn al pas
votoinformado  nosomosinvisiblessomosinvencibles
cambiemosparadigmas gabrielacongresista
 frenteamplio marcalaflor escribeel6 6 gabrielasalvador 22"
6890,2,frenteamplio voto decidido
9973,0,me dar el abrazo de fin de ao sola o kh por qu se demoran tanto
20017,2,candidato al congreso de la republica por lima  monica sanchez coijo  marca la k y escribe el numero 22   fuerzapopular
14727,1,"maana a partir de las 0230 pm estare en rpp noticias en el programa central de noticias donde hablare sobre las propuestas que llevo para este nuevo congreso2020

siempremorales
accionpopular pedromorales ap8 ece2020"
1005,0,"renattobautista hay un postulante de accionpopular cuyo lema reza
 sin tapers sin loncheras

 tendra que aadir pero con platos de comida

el pez por la boca muere"
2403,2,eleccionescongresales2020   fuerzapopular   k35   marca la k y escribe el 35 julio caballero al congreso   htt
16459,0,jaicec en rpp se aparece un candidato al congreso del partido morado a defender a julio guzmn y le leen en el aire que ha sido denun
675,0,yo los vis hace dos das todos los perritos lucan tristes y en psimas condiciones qu bueno los hayan rescat
31393,1,congreso que  peru elegira el 26 1 podria estar presidido por una mujer  monica saavedra  accionpopular  centro fluctuante  o martha chavez  fuerzapopular  derecha radical   podria sorprender francisco sagasti  partidomorado  centro elastico
14536,0,accionpopular y frenteamplio  ambos de la misma linea gobiernista despliegan sus redes para capturar votos morados ante el desbande de simpatizantes del partidomorado  al parecer los morados se estan quedando en modo ciro hueso y pellejo peruabrelosojos
2525,2,este 26 de enero   2020 marca la  k  escribe el  16    mariaelenak16  por la vida y la familia  congreso2020  26enero  voto  onpe  marcak  escribe16  un nuevocambio  fuerzapopular
23095,0,mauricio mulder para mi julio guzman es un alejandro toledo 2
20009,2,juan carlos gonzales con el   8 de  fuerzapopular  vamos  fuerza       hacia la victoria final
13513,0,no soy partidario del guzmala pero contigo es un nido de ratas recicladas de todos los partidos tradicionaleschakanos  chimpum  nuevoperu  solidarios  ppc
28242,2,ursulamoscoso nada nos detiene ursulamoscoso m23 partidomorado elecciones2020 congreso2020 lima per
3,1,ayer preguntaban y dnde estn las solteras todo mi grupo alza la mano y yo la nica que no y todas voltean a verme ajajajajajja
34071,2,"mauricio mulder es el mejor
congresista fiscalizador que
tenemos votemos por el apra
debemos saber que esta 
haciendo el golpista con 
nuestra plata 

lean se articulo"
11410,0,t13 frenteamplio defensores de la delincuencia lacras vendepatria
38,1,metrokosmiko pero retomas y ya y bueno lo que dices es mi razn para no ir a un gym por eso prefiero entrenar en casa 
8625,1,adivinemos renunciara al partidomorado se presentaria con su esposa y su partidaria en conferencia de prensafugaria del per hasta que las cosas se calmenacudir dnde gorriti y vizcarra x ayudarenunciar debelaunde y ginocosta
2784,2,en estas  eleccionescongresales2020 marquemos la  k  escribe el 2 de diethell columbus por  fuerzapopular  votenporfuerzapopular  marquemoslak  k2
2334,2,"maina poocarrero la voz del pueblo al congreso

escribe12 marcalaflor 
frenteamplio va youtube"
34741,1,los que no queriamos a  fuerzapopular en el congreso fuimos el 80   que estuvo de acuerdo con su disolucion constitucional  en el 20   restante estan mezclados su nucleo duro y quienes apoyan a sus satelites o a candidatos que van de topos en otros partidos  por eso su alto
5345,0,jjnl21 siii a estar asustada pero son horribles estos dolores ni modo
13663,1,comienza el webinar dees sobre campaas  pago de  ppc en el 2020con expertos en campaas de anunciosysantibanez  para verlo en directo
33111,1,lo mismo pasaremos con angie y sr
15815,1,"ya se encuentra carolina junto a los compaeros del elespacio567 

carolinacosse frenteamplio intendencia"
7010,2,"directo y sin tapujos enriquefcha mi voto es para ti 
frenteamplio"
7720,1,elvisocc independientemente de los lamentables sucesos que afectaron al partido morado no perdamos de vista el hecho que un sector de
8919,0,morael pegalon sigue siendo candidato del partidomorado al igual que el resto de abusadores que lleva por todo el pas su renuncia es bamba y una burla al pas tan as que no cambia las fotos de candidato que tiene en sus redes sociales
266,0,me siento tan estpido de haber abierto una herida ya cicatrizada a alguien que an me sigue importando lo siento
18190,1,buena galdos y eso q la conoces y te cae bien cuando se dara cuenta la flaca por su bien sin joda q va por mal camino
14148,1,no dennis no puedes cometer los mismo errores es hora de cambiar y cometer nuevos errores
8029,2,ursulamoscoso no fomentarlos es censurarlos que nunca se apague la voz de los jvenes  ursulamoscoso partidomorado m23 
7995,2,sofiaes75112804 partidomorado seamos uno solo y sigamos fomentando a nuestro partidomorado hay muchos por hacer  novotonulonivi
3474,0,partidomorado oportunistas ambos personajes alberto debelaunde  y daniel olivares ya consiguieron su curul gracias al impresentablejulioguzmn
33632,1,rt larazonpe el candidato al congreso paul garcia de accionpopular habria cometido una serie de acciones vi
20722,0,yakuzahanafuda eduardorecoba las viudas de julio guzman ensayando hiptesis absurdas y ridculas tratando de defender al impresenta
12424,1,trugo datum  elecciones al congreso lima metropolitana votos vlidosaccin popular   18   6partidomorado 15  6 
1628,0,rt juanlazomacedo esquinabaja mauriciomulder ya fue mauricio mulder abrelosojos firulais la ciudadania te rechazo asi como al apra
1916,2,"fuira julioguzmanperu
yo voy a votar por la estrella del apra y marcare el numero 1 de mauricio mulder"
29755,1,cansada y con dolor de cuello perooooo contenta
